ingredient_id_a,ingredient_inn_a,ingredient_zh_a,ingredient_id_b,ingredient_inn_b,ingredient_zh_b,cooccurrence_product_count,active_product_count,ingredient_a_product_count,ingredient_b_product_count,rate_within_a,rate_within_b,association_score,product_names,license_numbers
ING0003,Menthol,,ING0017,Glycol Salicylate,,38,19,124,44,0.3065,0.8636,51.4,"歡喜巴斯;人生舒冷巴佈膏;""德山""祛酸痛藥膠布;貼可藥膠布;美帝喜布藥膠布;舒爾痛;生春痠痛寧藥膠布;""港香蘭""撲來貼藥布;貼可藥布;美帝喜布藥布;救筋酸痛布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;抗痛舒佈藥膠布;貼可喜布;曼秀雷敦熱力鎮痛藥膠布;透骨痠痛布;救痛藥布;德國薄荷標消炎膏;""德山""筋來爽藥膠布;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝護民〞緩痛貼藥膠布;〝國品〞療舒貼藥膠布;脫酸寧透明藥布;三共藥布劑;脫酸寧Ａ藥布;日本三笠藥膠布Ｇ;善必克貼布劑;日本祐德巴斯貼布劑;脫酸寧濕布Ａ貼片劑;大正愛舒酸痛貼布;撒隆適布;脫酸寧濕布;撒隆適布肌兒帕奇貼片;曼秀雷敦熱力酸痛藥布",衛署成製字第003380號;衛署成製字第007868號;衛署藥製字第027581號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第033156號;衛署藥製字第034140號;衛署藥製字第035322號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第039768號;衛署藥製字第040204號;衛署藥製字第040515號;衛署藥製字第040571號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043430號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第049355號;衛署藥製字第049614號;衛署藥輸字第018206號;衛署藥輸字第018475號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第020500號;衛署藥輸字第020601號;衛署藥輸字第020734號;衛署藥輸字第021138號;衛署藥輸字第022347號;衛署藥輸字第022601號;衛署藥輸字第023451號;衛署藥輸字第023545號;衛部藥製字第059851號
ING0003,Menthol,,ING0005,Thymol,,28,5,124,29,0.2258,0.9655,46.7,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;白金膏;""人生""舒寧巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;悅心巴斯膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;金龍藥膏布;〝三陽〞金系羔藥布;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;疼痛膏;""德山""祛酸痛藥膠布;""得生""安可巴斯;救筋酸痛布;福貼藥布;透骨痠痛布;脫酸寧藥膠布;脫酸寧涼藥布;日本三笠溫感藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第018627號;衛署藥輸字第019788號
ING0003,Menthol,,ING0012,Diphenhydramine Hcl,,24,10,124,26,0.1935,0.9231,42.3,"嘉伊娜巴斯;金龍膏;""正光"" 巴斯藥膠布;濕痛膏布;〝三陽〞金系羔藥布;大維好安巴斯;""德山""鎮痛藥膠布;舒痛巴佈膏〝葡萄王〞;""得生""舒痛藥布;""葡萄王"" 百克斯膏布;易貼巴佈膏;舒爾痛;溫貼喜布;萬應紅花溫感藥布;巴斯達巴佈膏藥膠布;美帝喜布藥布;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼利康水性藥布;貼可喜布;敵疼貼布;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005700號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥輸字第018494號;衛署藥輸字第019787號;衛署藥輸字第019788號
ING0003,Menthol,,ING0049,Tocopherol Acetate,,18,7,124,18,0.1452,1.0000,38.1,"美帝喜布藥膠布;易貼巴佈膏;美帝喜布藥布;""得生""酸痛貼布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;貼可喜布;脫酸寧藥膠布;敵疼貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;吉品貼布;撒隆適布肌兒帕奇貼片;速達酸痛貼布;脫酸寧藥布;撒隆巴斯;痛貼貼溫感貼片劑",衛署藥製字第032110號;衛署藥製字第032920號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第040204號;衛署藥輸字第018359號;衛署藥輸字第018494號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第022519號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第024682號;衛署藥輸字第024683號;衛署藥輸字第025000號
ING0003,Menthol,,ING0004,Borneol,,12,2,124,12,0.0968,1.0000,31.1,"撒隆巴斯;巴士;嘉伊娜巴斯;奧林巴斯;痛穩好藥布;歡喜巴斯;""正光"" 巴斯藥膠布;濕痛膏布;大維好安巴斯;""葡萄王"" 百克斯膏布;""德山""祛酸痛藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第003240號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004545號;衛署成製字第008494號;衛署藥製字第019363號;衛署藥製字第027581號
ING0003,Menthol,,ING0006,Diphenhydramine,,14,2,124,18,0.1129,0.7778,29.6,"撒隆巴斯;撒隆濕布;涼涼涼鎮痛藥布;""三陽"" 痠痛金絲膏藥布;""陽生"" 鎮痛膏布;舒百達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;美帝喜布藥膠布;""得生""安可巴斯;生春痠痛寧藥膠布;樂貼藥布;痛貼貼貼片劑;善必克貼布劑",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第002303號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第034140號;衛署藥製字第038322號;衛署藥輸字第018861號;衛署藥輸字第020500號
ING0003,Menthol,,ING0023,Mentha Oil,,12,2,124,14,0.0968,0.8571,28.8,濕痛藥膏布;鐵甲貼布;福貼藥布;樂貼藥布;虎標鎮痛藥布;脫酸寧透明藥布;脫酸寧藥膠布;脫酸寧涼藥布;痛貼貼貼片劑;日本三笠藥膠布Ｇ;藤澤藥膠布;痛貼貼溫感貼片劑,衛署成製字第004121號;衛署成輸字第000001號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第043030號;衛署藥輸字第018206號;衛署藥輸字第018359號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第019787號;衛署藥輸字第020565號;衛署藥輸字第025000號
ING0003,Menthol,,ING0033,Tocopherol Acetate Alpha Dl-,,15,10,124,22,0.1210,0.6818,28.7,"人生舒冷巴佈膏;""得生""安可巴斯;巴巴痛;巴斯達巴佈膏藥膠布;抗痛舒佈藥膠布;德國薄荷標消炎膏;""德山""筋來爽藥膠布;""漁人"" 療痛貼藥膠布;〝護民〞緩痛貼藥膠布;〝國品〞療舒貼藥膠布;”得生”易貼巴佈膏貼布;大正愛舒酸痛貼布;撒隆適布;曼秀雷敦熱力酸痛藥布",衛署成製字第007868號;衛署藥製字第032919號;衛署藥製字第033155號;衛署藥製字第035703號;衛署藥製字第039768號;衛署藥製字第042882號;衛署藥製字第043430號;衛署藥製字第048163號;衛署藥製字第049355號;衛署藥製字第049614號;衛署藥製字第049675號;衛署藥輸字第021138號;衛署藥輸字第022347號;衛署藥輸字第022601號;衛部藥製字第059851號
ING0003,Menthol,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,10,5,124,10,0.0806,1.0000,28.4,"大維貼痠痛藥布;耐斯藥膠布;""德山""象印膏藥膠布;曼秀雷敦鎮痛水性藥膠布;鐵甲貼布;寶安藥膠布;虎標鎮痛藥布;""德山"" 舒痠痛藥布;""得生"" 貼立舒喜布;藤澤藥膠布",衛署成製字第005666號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第010389號;衛署成輸字第000001號;衛署藥製字第023884號;衛署藥製字第043030號;衛署藥製字第045173號;衛署藥製字第049007號;衛署藥輸字第020565號
ING0003,Menthol,,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,9,3,124,9,0.0726,1.0000,26.9,"""陽生"" 鎮痛膏布;舒必達藥膠布;易貼巴佈膏;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼利康水性藥布;貼可喜布;敵疼貼布;藤澤藥膠布",衛署藥製字第021345號;衛署藥製字第027399號;衛署藥製字第032920號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥輸字第018494號;衛署藥輸字第020565號
ING0003,Menthol,,ING0019,Peppermint Oil (Oleum Menth Pip),,10,4,124,12,0.0806,0.8333,25.9,"金龍藥膏布;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;""德山"" 舒痠痛藥布",衛署成製字第004211號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第045173號
ING0003,Menthol,,ING0016,Chlorpheniramine Maleate,,7,1,124,7,0.0565,1.0000,23.8,"奧林巴斯;樂樂鎮痛藥膏布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第004148號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0003,Menthol,,ING0011,Phellodendron Extract,,7,5,124,8,0.0565,0.8750,22.2,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;萬應紅花溫感藥布;""得生""滅痛藥布;貼利康水性藥布;〝德山〞運動巴斯藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第035217號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第049460號
ING0003,Menthol,,ING0010,Scopolia Extract,,7,1,124,8,0.0565,0.8750,22.2,"奧林巴斯;痛穩好藥布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第003346號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0003,Menthol,,ING0045,Tocopherol Alpha-,,4,0,124,4,0.0323,1.0000,18.0,"""三陽"" 痠痛金絲膏藥布;""陽生"" 鎮痛膏布;舒百達藥膠布;舒必達藥膠布",衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號
ING0003,Menthol,,ING0001,Zinc Oxide,,9,3,124,22,0.0726,0.4091,17.2,"撒隆巴斯;撒隆濕布;痛穩好藥布;歡喜巴斯;濕痛膏布;""德山"" 免酸痛藥膠布;""德山""象印膏藥膠布;""真富""薄荷膏藥膠布;""得生""安可巴斯",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004085號;衛署成製字第005667號;衛署成製字第005910號;衛署成製字第015313號;衛署藥製字第032919號
ING0003,Menthol,,ING0046,Tocopherol Acetate Alpha (Eq To Vit E Acetate) (Eq To Vitamin E Acetate),,5,3,124,8,0.0403,0.6250,15.9,"""葡萄王"" 百克斯膏布;生春痠痛寧藥膠布;貼可藥布;救筋酸痛布;透骨痠痛布",衛署藥製字第019363號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第038086號;衛署藥製字第040571號
ING0003,Menthol,,ING0027,Clove Oil,,3,0,124,3,0.0242,1.0000,15.6,大維貼痠痛藥布;虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第005666號;衛署成製字第009355號;衛署成製字第009356號
ING0003,Menthol,,ING0052,Glycyrrhetic Acid (Eq To Glycyrrhetinic Acid),,3,2,124,3,0.0242,1.0000,15.6,萬應紅花溫感藥布;脫酸寧藥布;痛貼貼溫感貼片劑,衛署藥製字第035217號;衛署藥輸字第024682號;衛署藥輸字第025000號
ING0003,Menthol,,ING0044,Nonylic-Vanillylamide,,4,1,124,6,0.0323,0.6667,14.7,曼秀雷敦熱力鎮痛藥膠布;脫酸寧涼藥布;痛貼貼貼片劑;日本三笠溫感藥膠布,衛署藥製字第040515號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第019788號
ING0003,Menthol,,ING0043,Glycol Monosalicylate,,3,1,124,4,0.0242,0.7500,13.5,"""葡萄王"" 百克斯膏布;巴巴痛;脫酸寧藥膠布",衛署藥製字第019363號;衛署藥製字第033155號;衛署藥輸字第018359號
ING0003,Menthol,,ING0034,Cajuput Oil,,2,0,124,2,0.0161,1.0000,12.7,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0003,Menthol,,ING0024,Olive Oil,,2,0,124,2,0.0161,1.0000,12.7,濕痛藥膏布;大維貼痠痛藥布,衛署成製字第004121號;衛署成製字第005666號
ING0003,Menthol,,ING0025,Phellodendron Bark,,2,0,124,2,0.0161,1.0000,12.7,金龍藥膏布;舒可達藥膠布,衛署成製字第004211號;衛署藥製字第027371號
ING0003,Menthol,,ING0030,Salicyl Ethylene Glycol,,2,0,124,2,0.0161,1.0000,12.7,"疼痛膏;""大協"" 紓得好貼布",衛署成製字第006647號;衛署藥輸字第022068號
ING0003,Menthol,,ING0020,Gardenia Fruit Powder,,3,0,124,5,0.0242,0.6000,12.0,金龍藥膏布;耐斯藥膠布;藤澤藥膠布,衛署成製字第004211號;衛署成製字第005830號;衛署藥輸字第020565號
ING0003,Menthol,,ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,3,0,124,5,0.0242,0.6000,12.0,耐斯藥膠布;藤澤藥膠布;脫酸寧濕布Ａ貼片劑,衛署成製字第005830號;衛署藥輸字第020565號;衛署藥輸字第020734號
ING0003,Menthol,,ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,1,1,124,1,0.0081,1.0000,9.0,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0003,Menthol,,ING0013,Bentonite,,1,0,124,1,0.0081,1.0000,9.0,撒隆濕布,衛署成製字第002108號
ING0003,Menthol,,ING0015,Carbo Med.,,1,0,124,1,0.0081,1.0000,9.0,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0003,Menthol,,ING0072,Diphenhydramine Salicylate,,1,0,124,1,0.0081,1.0000,9.0,三共藥布劑,衛署藥輸字第018475號
ING0003,Menthol,,ING0057,Dl-Alpha-Tocopherol Acetate,,1,1,124,1,0.0081,1.0000,9.0,救痛藥布,衛署藥製字第040929號
ING0003,Menthol,,ING0032,GLYCERIN (eq to GLYCEROL),,1,0,124,1,0.0081,1.0000,9.0,疼痛膏,衛署成製字第006647號
ING0003,Menthol,,ING0053,Hydrocortisone Acetate,,1,1,124,1,0.0081,1.0000,9.0,巴斯達巴佈膏藥膠布,衛署藥製字第035703號
ING0003,Menthol,,ING0014,Kaolin (White)(Bolus Alba),,1,0,124,1,0.0081,1.0000,9.0,撒隆濕布,衛署成製字第002108號
ING0003,Menthol,,ING0075,N-Nonanoyl Vanillylamide,,1,0,124,1,0.0081,1.0000,9.0,善必克貼布劑,衛署藥輸字第020500號
ING0003,Menthol,,ING0059,Phellodendron Bark Extract,,1,1,124,1,0.0081,1.0000,9.0,"""人生""舒佈巴斯",衛署藥製字第043734號
ING0003,Menthol,,ING0029,Rose Oil,,1,0,124,1,0.0081,1.0000,9.0,大維貼痠痛藥布,衛署成製字第005666號
ING0003,Menthol,,ING0073,Rosskastanien Extract,,1,0,124,1,0.0081,1.0000,9.0,三共藥布劑,衛署藥輸字第018475號
ING0003,Menthol,,ING0063,Tocopherol (Acetate Alpha Dl- ),,1,0,124,1,0.0081,1.0000,9.0,三箭水性鎮痛藥膏布,衛署藥製字第047842號
ING0003,Menthol,,ING0076,Tocopherol Alpha Dl- (Eq To Dl-Alpha Tocopherol),,1,0,124,1,0.0081,1.0000,9.0,"""大協"" 紓得好貼布",衛署藥輸字第022068號
ING0003,Menthol,,ING0031,D-Borneol,,1,0,124,2,0.0081,0.5000,6.4,疼痛膏,衛署成製字第006647號
ING0003,Menthol,,ING0026,Capsicum,,4,2,124,37,0.0323,0.1081,5.9,溫貼喜布;萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第037282號;衛署藥製字第039881號
ING0003,Menthol,,ING0074,Monoglycol Salicylate,,1,0,124,4,0.0081,0.2500,4.5,脫酸寧涼藥布,衛署藥輸字第018627號
ING0003,Menthol,,ING0008,Salicylic acid,,1,1,124,15,0.0081,0.0667,2.3,吉品貼布,衛署藥輸字第022519號
ING0003,Menthol,,ING0051,Indomethacin,,1,1,124,35,0.0081,0.0286,1.5,“得生”溫利賀藥膠布,衛署藥製字第051025號
ING0040,Menthone,,ING0039,Zinc (Oxide),,1,0,1,3,1.0000,0.3333,57.7,撒隆巴斯－益,衛署藥製字第008962號
ING0040,Menthone,,ING0007,Methyl salicylate,,1,0,1,94,1.0000,0.0106,10.3,撒隆巴斯－益,衛署藥製字第008962號
ING0007,Methyl salicylate,,ING0002,Camphor,,83,32,94,119,0.8830,0.6975,78.5,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;白金膏;""人生""舒寧巴斯;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;百珍膏布;悅心巴斯膏布;濕痛膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山"" 免酸痛藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;""德山""象印膏藥膠布;三陽朝日膏;舒痛巴佈膏〝葡萄王〞;抗痛寧舒布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;""真富""薄荷膏藥膠布;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;貼溫藥膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;""得生""安可巴斯;易貼巴佈膏;舒爾痛;溫貼喜布;生春痠痛寧藥膠布;萬應紅花溫感藥布;巴貼斯巴佈膏藥膠布;巴斯達巴佈膏藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;樂貼藥布;""得生""滅痛藥布;貼利康水性藥布;透骨痠痛布;""人生""舒佈巴斯;奔肌滲透止痛貼;〝近江兄弟〞萬痛安酸痛貼布;溫賀喜布;〝德山〞運動巴斯藥膠布;”得生”易貼巴佈膏貼布;脫酸寧藥膠布;敵疼貼布;好克斯貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;快舒服－優貼布劑;日本三笠溫感藥膠布;熱克百疼貼布劑;速達酸痛貼布;脫酸寧藥布;痛貼貼溫感貼片劑;溫感喜布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005910號;衛署成製字第007361號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成製字第015313號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第040571號;衛署藥製字第043734號;衛署藥製字第047605號;衛署藥製字第048748號;衛署藥製字第049141號;衛署藥製字第049460號;衛署藥製字第049675號;衛署藥輸字第018359號;衛署藥輸字第018494號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019142號;衛署藥輸字第019788號;衛署藥輸字第021384號;衛署藥輸字第024182號;衛署藥輸字第024682號;衛署藥輸字第024683號;衛署藥輸字第025000號;衛部藥製字第059290號
ING0007,Methyl salicylate,,ING0003,Menthol,,83,33,94,124,0.8830,0.6694,76.9,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;白金膏;奧林巴斯;""人生""舒寧巴斯;痛穩好藥布;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;悅心巴斯膏布;濕痛膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山"" 免酸痛藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;""德山""象印膏藥膠布;三陽朝日膏;舒痛巴佈膏〝葡萄王〞;抗痛寧舒布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;""真富""薄荷膏藥膠布;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;""得生""安可巴斯;易貼巴佈膏;舒爾痛;溫貼喜布;生春痠痛寧藥膠布;萬應紅花溫感藥布;""港香蘭""撲來貼藥布;巴貼斯巴佈膏藥膠布;巴斯達巴佈膏藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;樂貼藥布;""得生""滅痛藥布;貼利康水性藥布;透骨痠痛布;""人生""舒佈巴斯;奔肌滲透止痛貼;〝近江兄弟〞萬痛安酸痛貼布;〝德山〞運動巴斯藥膠布;”得生”易貼巴佈膏貼布;脫酸寧藥膠布;敵疼貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;快舒服－優貼布劑;日本三笠溫感藥膠布;速達酸痛貼布;脫酸寧藥布;痛貼貼溫感貼片劑;撒隆巴斯舒適貼;""得生""水楊酸甲酯藥膠布 10%",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004124號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005910號;衛署成製字第007361號;衛署成製字第008494號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成製字第015313號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035322號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第040571號;衛署藥製字第043734號;衛署藥製字第047605號;衛署藥製字第048748號;衛署藥製字第049460號;衛署藥製字第049675號;衛署藥輸字第018359號;衛署藥輸字第018494號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019142號;衛署藥輸字第019788號;衛署藥輸字第024182號;衛署藥輸字第024682號;衛署藥輸字第024683號;衛署藥輸字第025000號;衛署藥輸字第025157號;衛部藥製字第058105號
ING0007,Methyl salicylate,,ING0005,Thymol,,25,5,94,29,0.2660,0.8621,47.9,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;白金膏;""人生""舒寧巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;悅心巴斯膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山""青皮藥膠布;""德山""祛酸痛藥膠布;""得生""安可巴斯;救筋酸痛布;福貼藥布;透骨痠痛布;脫酸寧藥膠布;日本三笠溫感藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第019788號
