product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,application_site,local_spray_inclusion_evidence,indication_raw,indication_normalized,active_ingredient_raw,active_ingredient_normalized,strength,strength_unit,therapeutic_class,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at,processing_status
spray_0030,衛署藥輸字第021874號,2022,迷你寧鼻腔噴霧劑１０ＵＧ／ＤＯＳＥ,MINIRIN NASAL SPRAY 10 UG/DOSE,鼻用噴液劑,nasal_spray,詳如核定本,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=詳如核定本; 品名=迷你寧鼻腔噴霧劑１０ＵＧ／ＤＯＳＥ/MINIRIN NASAL SPRAY 10 UG/DOSE. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,中樞尿崩症、腎功能試驗。,中樞尿崩症、腎功能試驗。,DESMOPRESSIN ACETATE,desmopressin acetate,,MG,other_nasal,active,2027/09/03,輝凌藥品股份有限公司,FERRING  GMBH,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0031,衛署藥製字第015762號,1978,嘉舒樂噴鼻液,"KASULO NASAL SPRAY ""C.S.P.""",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=嘉舒樂噴鼻液/KASULO NASAL SPRAY ""C.S.P."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",鼻塞、鼻充血、鼻竇炎、過敏性鼻炎,鼻塞、鼻充血、鼻竇炎、過敏性鼻炎,NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE,naphazoline,0.5; 4.0,MG,decongestant,active,2029/12/31,嘉信藥品股份有限公司,政德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0032,衛署藥製字第033076號,1990,"""羅得""利鼻通液0.05%","LIBITON NASAL SOLUTION 0.05% ""R.T.""",鼻用噴液劑,nasal_spray,6歲以上，1日2次，每次於鼻腔內噴2-3下，每次需間隔10-12小時；未滿6歲，請洽醫師診治。,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=6歲以上，1日2次，每次於鼻腔內噴2-3下，每次需間隔10-12小時；未滿6歲，請洽醫師診治。; 品名=""羅得""利鼻通液0.05%/LIBITON NASAL SOLUTION 0.05% ""R.T."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,OXYMETAZOLINE HCL,oxymetazoline,0.5,MG,decongestant,active,2030/10/02,羅得化學製藥股份有限公司,羅得化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0033,衛署藥製字第039432號,1995,必可通噴鼻劑０．４２毫克/公克（貝克每松）,"BECOTON NASAL SPRAY 0.42MG/GM (BECLOMETHASONE) ""B&F""",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=必可通噴鼻劑０．４２毫克/公克（貝克每松）/BECOTON NASAL SPRAY 0.42MG/GM (BECLOMETHASONE) ""B&F"". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",常年性及季節性過敏鼻炎、含乾草熱及血管運動性鼻炎,常年性及季節性過敏鼻炎、含乾草熱及血管運動性鼻炎,BECLOMETHASONE DIPROPIONATE,beclomethasone,0.42,MG,corticosteroid,active,2030/10/30,寶齡富錦生技股份有限公司,寶齡富錦生技股份有限公司平鎮廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0034,衛署藥製字第043574號,2000,倍樂水性噴鼻液１００微公克/劑量,BELAX AQUA NASAL SPRAY 100MCG/DOSE,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=倍樂水性噴鼻液１００微公克/劑量/BELAX AQUA NASAL SPRAY 100MCG/DOSE. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,季節性過敏性鼻炎、常年性過敏性鼻炎。,季節性過敏性鼻炎、常年性過敏性鼻炎。,BECLOMETHASONE DIPROPIONATE,beclomethasone,1,MG,corticosteroid,active,2030/03/02,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0035,衛署藥製字第043631號,2000,斯斯鼻通噴鼻液０．１％,SUZULEX NASAL SPRAY 0.1%,鼻用噴液劑,nasal_spray,成人及12歲以上，每次於鼻腔內噴2~3下，每次需間隔8~10小時。未滿12歲，請洽醫師診治。,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=成人及12歲以上，每次於鼻腔內噴2~3下，每次需間隔8~10小時。未滿12歲，請洽醫師診治。; 品名=斯斯鼻通噴鼻液０．１％/SUZULEX NASAL SPRAY 0.1%. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2030/04/05,五洲製藥股份有限公司,五洲製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0036,衛署藥製字第045447號,2003,"""生達"" 力明鼻腔定量噴液劑５０微公絲＼劑量 (亞丁皮質醇)","ALLERCORT NASAL AQUA  50μG/DOSE ""STANDARD"" (BUDESONIDE)",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=""生達"" 力明鼻腔定量噴液劑５０微公絲＼劑量 (亞丁皮質醇)/ALLERCORT NASAL AQUA  50μG/DOSE ""STANDARD"" (BUDESONIDE). 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",季節性及經年性過敏鼻炎、血管運動性鼻炎。,季節性及經年性過敏鼻炎、血管運動性鼻炎。,BUDESONIDE,budesonide,,MG,corticosteroid,active,2028/03/31,生達化學製藥股份有限公司,生達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0037,衛署藥製字第045485號,2003,碧適清鼻腔定量噴液劑100微公克/劑量,BESONIN AQUA NASAL SPRAY 100mcg/dose,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=碧適清鼻腔定量噴液劑100微公克/劑量/BESONIN AQUA NASAL SPRAY 100mcg/dose. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,季節性及經年性過敏鼻炎、血管性鼻炎。,季節性及經年性過敏鼻炎、血管性鼻炎。,BUDESONIDE MICRONIZED,budesonide,,MG,corticosteroid,active,2028/04/14,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0038,衛署藥製字第045719號,2003,碧適清 鼻腔定量噴液劑50微公克/劑量,BESONIN AQUA NASAL SPRAY 50MCG/DOSE,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=碧適清 鼻腔定量噴液劑50微公克/劑量/BESONIN AQUA NASAL SPRAY 50MCG/DOSE. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,季節性及經年性過敏鼻炎、血管性鼻炎。,季節性及經年性過敏鼻炎、血管性鼻炎。,BUDESONIDE MICRONIZED,budesonide,,MG,corticosteroid,active,2028/08/25,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0039,衛署藥製字第047345號,2005,大正百保能噴鼻液0.1%,Taisho Pabron Nasal Spray 0.1%,鼻用噴液劑,nasal_spray,醫師藥師藥劑生指示藥品。只能用於成人和7歲以上的孩童。ㄧ天一次或數次最多四次即足夠，將本藥在兩鼻腔內各噴一次。,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=醫師藥師藥劑生指示藥品。只能用於成人和7歲以上的孩童。ㄧ天一次或數次最多四次即足夠，將本藥在兩鼻腔內各噴一次。; 品名=大正百保能噴鼻液0.1%/Taisho Pabron Nasal Spray 0.1%. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,ㄧ般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,ㄧ般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2030/06/09,台灣大正製藥股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0040,衛署藥製字第047402號,2005,"""利達"" 去喉痛噴液劑 1.5 毫克/毫升","S.L. SPRAY SOLUTION ""LITA"" 1.5MG/ML",口腔噴液劑,oropharyngeal_spray,如仿單,oromucosal_or_throat,throat,"TFDA 劑型=口腔噴液劑; 用法用量=如仿單; 品名=""利達"" 去喉痛噴液劑 1.5 毫克/毫升/S.L. SPRAY SOLUTION ""LITA"" 1.5MG/ML. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2030/06/27,利達製藥股份有限公司,利達製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0041,衛署藥輸字第022808號,2025,"""賽普敦特"" 口腔噴液劑",XYLONOR SPRAY,口腔噴液劑,oropharyngeal_spray,,oromucosal_or_throat,oral_mucosal,"TFDA 劑型=口腔噴液劑; 用法用量=; 品名=""賽普敦特"" 口腔噴液劑/XYLONOR SPRAY. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",牙科用局部麻醉劑。,牙科用局部麻醉劑。,LIDOCAINE;;CETRIMIDE,lidocaine,,GM,local_anesthetic,active,2030/03/14,安捷國際實業股份有限公司,SEPTODONT,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0042,衛署藥輸字第022820號,2000,拿塞可得鼻用噴液劑,NASACORT AQ,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=拿塞可得鼻用噴液劑/NASACORT AQ. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,成人之季節性及經年性過敏性鼻炎。,成人之季節性及經年性過敏性鼻炎。,TRIAMCINOLONE ACETONIDE,triamcinolone,,MG,corticosteroid,active,2025/04/07,台灣大昌華嘉股份有限公司,RECIPHARM HC LIMITED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0043,衛署藥輸字第022924號,2025,內舒拿水溶性鼻用噴液劑,NASONEX AQUEOUS NASAL SPRAY,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=內舒拿水溶性鼻用噴液劑/NASONEX AQUEOUS NASAL SPRAY. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,暫時緩解18歲以上成年人經醫師診斷之過敏性鼻炎或其他上呼吸道過敏相關症狀：鼻塞、流鼻水、打噴嚏、鼻搔癢、眼睛癢、流眼淚。,暫時緩解18歲以上成年人經醫師診斷之過敏性鼻炎或其他上呼吸道過敏相關症狀：鼻塞、流鼻水、打噴嚏、鼻搔癢、眼睛癢、流眼淚。,MOMETASONE FUROATE MONOHYDRATE MICRONIZED EQ TO MOMETASONE FUROATE ANHYDROUS,mometasone,,MG,corticosteroid,active,2030/06/20,荷蘭商歐嘉隆有限公司台灣分公司,Organon Heist bv,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0044,衛部藥輸字第028833號,2024,星特潤噴鼻液,TYRVAYA Nasal Spray,鼻用噴液劑,nasal_spray,詳見仿單,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=詳見仿單; 品名=星特潤噴鼻液/TYRVAYA Nasal Spray. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,治療乾眼症之徵候及症狀。,治療乾眼症之徵候及症狀。,VARENICLINE TARTRATE,varenicline tartrate,(Eg. to Varenicline 0.6 mg),MG,other_nasal,active,2029/11/26,東生華製藥股份有限公司,"Renaissance Lakewood, LLC.",tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0045,衛署藥製字第038215號,1994,"""黃氏""安捷兒噴鼻液","Anjet J. Nasal Spray  ""H.S.""",鼻用噴液劑,nasal_spray,詳見仿單。,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=詳見仿單。; 品名=""黃氏""安捷兒噴鼻液/Anjet J. Nasal Spray  ""H.S."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",暫時緩解因感冒過敏或鼻竇炎所引起之鼻充血暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因感冒過敏或鼻竇炎所引起之鼻充血暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,OXYMETAZOLINE HCL,oxymetazoline,0.5,MG,decongestant,active,2029/10/27,黃氏製藥股份有限公司,黃氏製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0046,衛署藥製字第038302號,2009,"""福元""鼻舒通噴鼻液","SAHL Nasal Spray""F.Y.""",外用液劑,nasal_local_other,,intranasal,nasal,"TFDA 劑型=外用液劑; 用法用量=; 品名=""福元""鼻舒通噴鼻液/SAHL Nasal Spray""F.Y."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",鼻炎、副鼻腔炎、上呼吸道炎、過敏性鼻液、鼻塞,鼻炎、副鼻腔炎、上呼吸道炎、過敏性鼻液、鼻塞,CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE NITRATE,naphazoline,,MG,decongestant,active,2029/11/28,福元化學製藥股份有限公司,福元化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0047,衛署藥製字第046537號,2004,"""德聯"" 喉癒口腔噴液劑1.5毫克/毫升","FRESHENUP SPRAY 1.5MG/ML ""T.L.""",口腔噴液劑,oropharyngeal_spray,成人及12歲以上兒童：噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲至12歲兒童：噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲以下兒童：請洽醫師診治。 肝腎疾病患者：請洽醫師診治。,oromucosal_or_throat,throat,"TFDA 劑型=口腔噴液劑; 用法用量=成人及12歲以上兒童：噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲至12歲兒童：噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲以下兒童：請洽醫師診治。 肝腎疾病患者：請洽醫師診治。; 品名=""德聯"" 喉癒口腔噴液劑1.5毫克/毫升/FRESHENUP SPRAY 1.5MG/ML ""T.L."". 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2029/09/27,德聯藥品有限公司,黃氏製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0048,衛署藥製字第046541號,2004,"""羅得"" 噴喉口腔消炎噴液劑","STG ANTI-INFLAMMATORY SPRAY ""ROOT""",口腔噴液劑,oropharyngeal_spray,成人及12歲以上兒童：噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲至12歲兒童：噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲以下兒童：請洽醫師診治。,oromucosal_or_throat,throat,"TFDA 劑型=口腔噴液劑; 用法用量=成人及12歲以上兒童：噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲至12歲兒童：噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲以下兒童：請洽醫師診治。; 品名=""羅得"" 噴喉口腔消炎噴液劑/STG ANTI-INFLAMMATORY SPRAY ""ROOT"". 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL;;BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2029/09/29,羅得化學製藥股份有限公司,羅得化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0049,衛署藥製字第046637號,2004,悅寧 鼻腔定量噴液劑32微公克/劑量,BESONIN AQUA NASAL SPRAY 32 UG/DOSE,鼻用懸液劑,nasal_local_other,,intranasal,nasal,TFDA 劑型=鼻用懸液劑; 用法用量=; 品名=悅寧 鼻腔定量噴液劑32微公克/劑量/BESONIN AQUA NASAL SPRAY 32 UG/DOSE. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,季節性及經年性鼻炎、血管性鼻炎及治療鼻息肉的相關症狀。,季節性及經年性鼻炎、血管性鼻炎及治療鼻息肉的相關症狀。,BUDESONIDE MICRONIZED,budesonide,,MG,corticosteroid,active,2029/11/16,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0050,衛署藥製字第046639號,2004,海必適鼻腔定量噴液劑64微公克/劑量,HEBIS AQUA NASAL SPRAY 64 mcg/dose,鼻用懸液劑,nasal_local_other,,intranasal,nasal,TFDA 劑型=鼻用懸液劑; 用法用量=; 品名=海必適鼻腔定量噴液劑64微公克/劑量/HEBIS AQUA NASAL SPRAY 64 mcg/dose. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,季節性及經年性鼻炎、血管性鼻炎及治療鼻息肉的相關症狀。,季節性及經年性鼻炎、血管性鼻炎及治療鼻息肉的相關症狀。,BUDESONIDE MICRONIZED;;BUDESONIDE MICRONIZED,budesonide,,MG,corticosteroid,active,2029/11/16,台灣海默尼藥業有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0051,衛署藥製字第046641號,2004,"""美時"" 全妥 噴鼻液10毫克/毫升","BUTARO NASAL SPRAY 10MG/ML ""LOTUS""",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=""美時"" 全妥 噴鼻液10毫克/毫升/BUTARO NASAL SPRAY 10MG/ML ""LOTUS"". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",使用鴉片類止痛劑治療的疼痛。,使用鴉片類止痛劑治療的疼痛。,BUTORPHANOL TARTRATE,butorphanol tartrate,,MG,other_nasal,active,2029/11/16,美時化學製藥股份有限公司,美時化學製藥股份有限公司南投廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0052,衛署藥製字第046692號,2004,"""應元"" 鼻順噴鼻液 0.1%","BISUNG NASAL SOLUTION 0.1%""Y.Y.""",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=""應元"" 鼻順噴鼻液 0.1%/BISUNG NASAL SOLUTION 0.1%""Y.Y."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2029/12/08,應元化學製藥股份有限公司,應元化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0053,衛署藥製字第046704號,2004,百喉寧口腔消炎噴液劑1.5毫克/毫升,BIOLIN ANTI-INFLAMMATORY SPRAY 1.5MG/ML,口腔噴液劑,oropharyngeal_spray,成人及12歲以上噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以上未滿12歲噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以下及有肝、腎疾病或其他重大疾病請洽醫師診治。,oromucosal_or_throat,throat,TFDA 劑型=口腔噴液劑; 用法用量=成人及12歲以上噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以上未滿12歲噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以下及有肝、腎疾病或其他重大疾病請洽醫師診治。; 品名=百喉寧口腔消炎噴液劑1.5毫克/毫升/BIOLIN ANTI-INFLAMMATORY SPRAY 1.5MG/ML. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2029/12/15,溫士頓醫藥股份有限公司,溫士頓醫藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0054,衛部藥製字第059891號,2018,樂佐寧複方噴鼻液,Nazoline Duo Nasal Spray,鼻用噴液劑,nasal_spray,請詳見仿單,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=請詳見仿單; 品名=樂佐寧複方噴鼻液/Nazoline Duo Nasal Spray. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,一般感冒引起的鼻塞、流鼻水症狀之治療。,一般感冒引起的鼻塞、流鼻水症狀之治療。,Ipratropium bromide (monohydrate);;XYLOMETAZOLINE HCL,xylometazoline; ipratropium,(eq. to Ipratropium Bromide.....0.6mg),MG,decongestant; anticholinergic; combination,active,2028/04/09,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0055,衛部藥製字第060122號,2018,"""國嘉""歐立舒加強消炎鎮痛噴液3毫克/毫升","Desore Anti-inflammatory Pain Relief Throat Spray 3mg/ml ""Kojar""",口腔噴液劑,oropharyngeal_spray,請詳見仿單,oromucosal_or_throat,throat,"TFDA 劑型=口腔噴液劑; 用法用量=請詳見仿單; 品名=""國嘉""歐立舒加強消炎鎮痛噴液3毫克/毫升/Desore Anti-inflammatory Pain Relief Throat Spray 3mg/ml ""Kojar"". 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛。,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2028/06/13,國嘉製藥工業股份有限公司幼獅三廠,國嘉製藥工業股份有限公司幼獅三廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0056,衛部藥製字第061093號,2022,"""元宙""鼻通暢鼻用噴液劑","Nasflow Nasal Spray ""Y.C.""",點鼻液劑,nasal_local_other,請詳見仿單,intranasal,nasal,"TFDA 劑型=點鼻液劑; 用法用量=請詳見仿單; 品名=""元宙""鼻通暢鼻用噴液劑/Nasflow Nasal Spray ""Y.C."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",鼻塞、流鼻水、打噴嚏。,鼻塞、流鼻水、打噴嚏。,NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE;;BENZALKONIUM CHLORIDE,naphazoline,,MG,decongestant,active,2027/04/01,元宙化學製藥股份有限公司,元宙化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0057,衛部藥輸字第028215號,2022,速開朗鼻噴劑,SPRAVATO (esketamine) Nasal Spray,鼻用噴液劑,nasal_spray,詳見仿單,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=詳見仿單; 品名=速開朗鼻噴劑/SPRAVATO (esketamine) Nasal Spray. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,"１、治療成人的難治型憂鬱症(treatment-resistant depression，TRD)。
２、與口服抗憂鬱劑併用，治療患有重鬱症(major depressive disorder，MDD)且出現急性自殺想法或行為之成人的憂鬱症狀。",１、治療成人的難治型憂鬱症(treatment-resistant depression，trd)。 ２、與口服抗憂鬱劑併用，治療患有重鬱症(major depressive disorder，mdd)且出現急性自殺想法或行為之成人的憂鬱症狀。,Esketamine HCl,esketamine hcl,,MG,other_nasal,active,2027/01/13,嬌生股份有限公司,裕利股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0058,衛署藥製字第014620號,1978,奧每達佐林鼻用噴液劑,OXYMETAZOLINE Nasal Spray,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=奧每達佐林鼻用噴液劑/OXYMETAZOLINE Nasal Spray. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,急性鼻炎、過敏性鼻炎、血管舒縮性鼻炎、鼻竇炎、鼻咽炎、鼻咽道卡他、感冒引起之鼻部症狀,急性鼻炎、過敏性鼻炎、血管舒縮性鼻炎、鼻竇炎、鼻咽炎、鼻咽道卡他、感冒引起之鼻部症狀,OXYMETAZOLINE HCL,oxymetazoline,0.5,MG,decongestant,active,2029/05/25,國信藥品股份有限公司,壽元化學工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
